10 flow networks in WDG6.txt.

** G1: |V|=50, V={0..49}
(u, v, weight) E = { 
      ( 8, 36,  48)
      ( 8, 39,  27)
      ( 9, 17,  55)
      ( 9, 30,  21)
      ( 9, 31,  78)
      ( 9, 38,  27)
      ( 9, 43,  94)
      (10, 19,  91)
      (10, 36,  99)
      (10, 43,  73)
      (11,  4,  47)
      (11, 33,  79)
      (11, 39,  17)
      (11, 40,  51)
      (11, 45,  77)
      (11, 49,  58)
      (12,  4,   8)
      (12,  8,  84)
      (12, 27,  59)
      (12, 32,  10)
      (12, 39,  96)
      (12, 41,  29)
      (13,  8,  11)
      (13, 17,  59)
      (13, 28,   2)
      (13, 29,  92)
      (13, 30,   8)
      (13, 46,  33)
      (14,  7,  94)
      (14, 17,  91)
      (14, 20,  65)
      (14, 25,  44)
      (14, 29,  76)
      (14, 33,  96)
      (14, 46,  37)
      (14, 47,  95)
      (15,  6,  77)
      (15, 19,  26)
      (15, 24,   8)
      (15, 49,  36)
      (16,  3,  34)
      (16,  7,  18)
      (16, 25,   5)
      (16, 27,  50)
      (16, 30,  35)
      (17,  7,  62)
      (17, 12,  97)
      (17, 14,  58)
      (17, 23,  81)
      (17, 44,   1)
      (17, 45,  56)
      (18,  9,  58)
      (18, 10,  69)
      (18, 30,  50)
      (18, 32,  50)
      (18, 33,  29)
      (18, 35,  30)
      (18, 36,  84)
      (18, 43,  12)
      (18, 48,   1)
      (19,  8,  58)
      (19, 11,  97)
      (19, 16,  54)
      (19, 26,  88)
      (19, 36,  15)
      (19, 39,   5)
      (19, 44,  66)
      (20,  5,  80)
      (21,  7,   8)
      (21, 10,  39)
      (21, 23,  85)
      (21, 25,  74)
      (21, 32,  84)
      (21, 42,  98)
      (22,  8,  29)
      (22, 15,  55)
      (22, 21,  63)
      (22, 25,  95)
      (22, 28,  67)
      (22, 29,  11)
      (22, 32,  70)
      (22, 45,  70)
      (23, 16,  95)
      (23, 36,  50)
      (24,  4,  61)
      (24, 17,  33)
      (24, 21,  36)
      (24, 25,  60)
      (24, 29,  94)
      (24, 31,  24)
      (24, 36,  36)
      (24, 49,  32)
      (25, 27,  45)
      (25, 30,  27)
      (25, 31,  78)
      (26,  4,  73)
      (26, 13,  45)
      (26, 22,  37)
      (26, 23,  90)
      (26, 28,  81)
      (26, 33,  11)
      (26, 38,  81)
      (26, 49,  35)
      (27,  6,  38)
      (27,  8,  38)
      (27, 43,  67)
      (27, 48,  13)
      (28,  8,   0)
      (28, 14,  54)
      (28, 15,  25)
      (28, 21,  47)
      (28, 46,  10)
      (29, 11,  39)
      (29, 23,  90)
      (30,  2,  63)
      (30,  3,  83)
      (30, 10,  86)
      (30, 44,  35)
      (31, 10,  63)
      (32, 23,   0)
      (32, 28,  86)
      (32, 30,  61)
      (32, 33,   1)
      (32, 36,  60)
      (33,  8,  97)
      (33,  9,   7)
      (33, 11,  97)
      (33, 24,  20)
      (33, 28,  98)
      (33, 30,  77)
      (33, 41,  31)
      (33, 42,  88)
      (34, 39,  49)
      (35,  1,  88)
      (35, 31,  22)
      (35, 32,  74)
      (35, 40,   8)
      (36,  5,  37)
      (36,  9,  90)
      (36, 29,  10)
      (36, 44,  11)
      (37, 15,  50)
      (37, 28,  68)
      (37, 33,  37)
      (37, 43,  32)
      (37, 47,  91)
      (38, 16,  11)
      (38, 39,  60)
      (38, 42,  24)
      (38, 46,  84)
      (38, 47,  89)
      (39, 11,   3)
      (39, 26,  77)
      (39, 29,  27)
      (39, 32,  93)
      (39, 37,  71)
      (39, 44,  31)
      (39, 46,  67)
      (39, 48,  71)
      (40,  4,  73)
      (40,  7,  48)
      (40,  8,  90)
      (40,  9,  31)
      (40, 16,  47)
      (40, 28,  11)
      (41,  2,  55)
      (41, 16,  84)
      (41, 27,  48)
      (41, 28,  50)
      (41, 46,  77)
      (42,  9,  40)
      (42, 11,  28)
      (42, 23,  42)
      (42, 26,  49)
      (42, 35,  92)
      (43,  2,  72)
      (43, 19,   6)
      (43, 25,  52)
      (43, 30,  74)
      (44,  2,  33)
      (44,  8,  54)
      (44, 24,  31)
      (44, 37,  59)
      (44, 47,  46)
      (45,  7,  96)
      (45,  9,  70)
      (45, 16,  23)
      (45, 35,  46)
      (46,  6,  63)
      (46, 11,   8)
      (46, 20,  69)
      (46, 36,  67)
      (46, 42,  98)
      (46, 45,  22)
      (47,  3,  83)
      (47,  6,  74)
      (47, 14,   7)
      (47, 25,   3)
      (47, 34,  35)
      (47, 36,  78)
      (47, 37,  41)
      (48, 12,  96)
      (48, 13,  60)
      (48, 16,  15)
      (48, 19,  11)
      (48, 42,  95) }
------------------------- 

** G7: |V|=50, V={0..49}
(u, v, weight) E = { 
      ( 0,  1,  72)
      ( 0,  4,  89)
      ( 0,  5,  88)
      ( 0,  8,  48)
      ( 0, 17,  32)
      ( 0, 19,  76)
      ( 0, 25,  38)
      ( 0, 30,  75)
      ( 0, 39,  35)
      ( 0, 46,  67)
      ( 1, 23,  98)
      ( 1, 34,  53)
      ( 1, 47,  54)
      ( 2,  6,  58)
      ( 2, 17,  92)
      ( 3, 10,  62)
      ( 3, 13,  60)
      ( 3, 22,  80)
      ( 3, 26,  70)
      ( 3, 33,  62)
      ( 3, 43,  48)
      ( 5, 10,  43)
      ( 5, 19,  41)
      ( 5, 41,  95)
      ( 6,  2,  70)
      ( 6, 48,  35)
      ( 7, 21,  41)
      ( 7, 28,  18)
      ( 7, 38,  37)
      ( 8,  1,  35)
      ( 8, 13,  85)
      ( 8, 35,   9)
      ( 8, 41,   7)
      ( 8, 49,  30)
      ( 9,  1,  17)
      ( 9,  3,  81)
      ( 9, 13,  89)
      ( 9, 22,  54)
      ( 9, 37,   0)
      (10,  8,  98)
      (10, 21,  92)
      (10, 32,   7)
      (10, 37,  75)
      (10, 42,  29)
      (11,  9,  53)
      (11, 21,  92)
      (11, 23,   1)
      (11, 37,  57)
      (11, 42,  26)
      (11, 45,  59)
      (11, 46,  13)
      (12,  3,  27)
      (12, 13,  36)
      (12, 29,  90)
      (12, 40,  33)
      (12, 45,  67)
      (13,  9,  26)
      (13, 16,  30)
      (13, 26,  71)
      (13, 40,  37)
      (13, 44,  15)
      (13, 46,  10)
      (14,  5,  38)
      (14,  7,  51)
      (14, 32,  48)
      (15,  7,  46)
      (15,  8,  87)
      (15, 11,   1)
      (15, 14,  16)
      (15, 24,  89)
      (15, 31,   3)
      (15, 46,  19)
      (15, 48,  62)
      (16,  1,  87)
      (16,  4,   7)
      (16, 42,  17)
      (17,  5,  83)
      (17,  8,   3)
      (17, 19,  51)
      (17, 20,  76)
      (17, 39,  12)
      (17, 47,  53)
      (18, 10,  36)
      (18, 19,   3)
      (18, 27,  49)
      (19,  7,  26)
      (19,  8,  13)
      (19, 10,  31)
      (19, 15,  51)
      (19, 21,  36)
      (19, 27,  83)
      (20,  5,  37)
      (20, 24,  79)
      (20, 28,  85)
      (20, 48,  35)
      (20, 49,  42)
      (21,  1,  84)
      (21, 13,  14)
      (21, 18,  47)
      (21, 19,  31)
      (21, 37,  65)
      (21, 45,  86)
      (22, 15,  27)
      (22, 16,  67)
      (22, 23,  48)
      (22, 28,  14)
      (23, 24,  97)
      (23, 29,   6)
      (23, 37,  81)
      (23, 47,  18)
      (24,  4,  54)
      (24,  7,  34)
      (24, 31,  32)
      (24, 35,  27)
      (24, 39,  85)
      (24, 48,  75)
      (25,  6,  21)
      (25, 35,  57)
      (25, 41,  44)
      (25, 44,   8)
      (26,  1,   5)
      (26, 19,  73)
      (26, 23,  57)
      (26, 32,  60)
      (26, 45,  70)
      (27,  6,  52)
      (27, 13,   5)
      (27, 17,  61)
      (27, 29,  39)
      (27, 36,  54)
      (27, 40,  90)
      (27, 46,  83)
      (28, 12,  89)
      (28, 15,  73)
      (28, 17,   3)
      (28, 26,  69)
      (28, 40,  86)
      (28, 41,  98)
      (29,  8,  15)
      (29, 38,  37)
      (29, 39,  33)
      (30, 10,   1)
      (30, 12,  31)
      (30, 25,  95)
      (30, 48,  80)
      (31, 13,  93)
      (31, 15,  78)
      (31, 35,  88)
      (32, 41,  18)
      (32, 43,  82)
      (32, 45,  61)
      (33,  1,  78)
      (33, 10,  83)
      (34,  5,  66)
      (34,  7,  85)
      (34, 15,  91)
      (34, 33,  63)
      (34, 37,  51)
      (34, 45,  12)
      (34, 48,  80)
      (35, 41,  20)
      (36,  4,   1)
      (36, 12,  92)
      (36, 34,  27)
      (36, 42,  74)
      (37,  4,   9)
      (37,  5,  45)
      (37, 10,  10)
      (37, 11,  38)
      (37, 16,  26)
      (37, 30,  22)
      (37, 33,  22)
      (37, 46,  60)
      (38,  5,  31)
      (38,  8,  64)
      (38, 14,  31)
      (38, 16,  84)
      (38, 24,  43)
      (38, 27,  67)
      (38, 29,  36)
      (38, 33,  16)
      (38, 48,  53)
      (39, 17,  34)
      (39, 20,  19)
      (39, 22,  74)
      (40, 14,  14)
      (40, 18,  95)
      (40, 42,  43)
      (40, 47,   5)
      (41, 23,  97)
      (41, 24,  51)
      (41, 25,  93)
      (41, 26,  69)
      (41, 27,  38)
      (41, 45,  61)
      (42,  3,  31)
      (42, 36,  77)
      (43,  4,  99)
      (43,  5,  25)
      (43,  6,  31)
      (43, 19,  76)
      (43, 22,  54)
      (44,  2,  59)
      (44, 12,  84)
      (44, 19,  56)
      (44, 23,  11)
      (44, 24,  63)
      (44, 28,   8)
      (44, 45,  98)
      (45,  9,  23)
      (45, 21,  59)
      (45, 22,  64)
      (45, 25,  33)
      (45, 36,  27)
      (46, 10,  40)
      (46, 17,  32)
      (46, 44,  88)
      (47, 12,  13)
      (47, 17,  31)
      (47, 19,  57)
      (47, 29,  91)
      (47, 40,  50)
      (47, 42,  74)
      (48, 10,  57)
      (48, 24,  77)
      (48, 45,  93)
      (48, 49,  16) }
------------------------- 

** G8: |V|=50, V={0..49}
(u, v, weight) E = { 
      ( 0,  2,  64)
      ( 0, 11,  23)
      ( 0, 12,  28)
      ( 0, 28,  51)
      ( 0, 40,  26)
      ( 1, 18,  57)
      ( 1, 38,  58)
      ( 1, 39,  81)
      ( 2, 12,  50)
      ( 2, 24,  75)
      ( 2, 25,  93)
      ( 2, 33,  37)
      ( 2, 46,  31)
      ( 3,  4,  89)
      ( 3, 28,  77)
      ( 3, 38,  16)
      ( 3, 40,  72)
      ( 3, 45,  91)
      ( 3, 48,  43)
      ( 4, 13,  46)
      ( 4, 27,  22)
      ( 4, 31,  52)
      ( 4, 32,  73)
      ( 4, 39,  78)
      ( 4, 49,  78)
      ( 5,  4,  18)
      ( 5, 13,  65)
      ( 5, 33,  43)
      ( 5, 36,  87)
      ( 5, 49,  74)
      ( 6,  7,  81)
      ( 6, 15,  22)
      ( 6, 32,  74)
      ( 7,  6,  48)
      ( 7, 10,  66)
      ( 7, 12,  94)
      ( 7, 17,  51)
      ( 7, 19,  73)
      ( 7, 20,  72)
      ( 7, 31,  57)
      ( 7, 33,  67)
      ( 7, 49,  18)
      ( 8,  1,  36)
      ( 8,  4,  82)
      ( 8, 15,  86)
      ( 8, 22,  32)
      ( 8, 32,  54)
      ( 8, 36,  80)
      ( 8, 38,  64)
      ( 8, 47,  63)
      ( 8, 49,   2)
      ( 9, 10,  26)
      ( 9, 13,  77)
      ( 9, 25,   4)
      ( 9, 31,  78)
      ( 9, 36,  73)
      (10,  2,  13)
      (10,  6,  84)
      (10, 30,  48)
      (10, 40,  32)
      (10, 44,  38)
      (11,  3,  58)
      (11,  6,  35)
      (11, 16,  42)
      (11, 19,  60)
      (11, 44,  13)
      (12,  1,  24)
      (12,  2,  23)
      (12, 35,  52)
      (12, 44,  24)
      (13,  3,  37)
      (13,  6,  20)
      (13, 12,  39)
      (13, 33,  13)
      (13, 34,   2)
      (14, 27,  62)
      (15,  9,  84)
      (15, 12,  13)
      (15, 25,  48)
      (15, 27,  97)
      (16,  8,  60)
      (16,  9,  70)
      (16, 15,  61)
      (16, 17,  86)
      (16, 24,  52)
      (16, 40,  52)
      (17, 19,  67)
      (18,  8,  94)
      (18, 26,  37)
      (18, 32,  88)
      (18, 44,  84)
      (18, 45,  51)
      (18, 49,   3)
      (19, 16,  62)
      (19, 18,  93)
      (19, 22,  96)
      (20,  2,  72)
      (20,  4,  87)
      (20,  6,  92)
      (20, 31,  40)
      (21,  3,   2)
      (21, 14,  75)
      (21, 46,  63)
      (22,  8,  58)
      (22, 30,  62)
      (22, 44,  62)
      (22, 47,  37)
      (24, 10,  59)
      (24, 21,  14)
      (24, 25,  20)
      (24, 26,  97)
      (24, 38,  71)
      (24, 43,  22)
      (24, 46,  33)
      (25, 17,  59)
      (25, 20,  38)
      (25, 37,  39)
      (26, 14,  63)
      (26, 15,  12)
      (26, 19,  41)
      (26, 29,  94)
      (26, 31,  26)
      (26, 43,   2)
      (26, 44,  62)
      (26, 47,  20)
      (27,  7,  35)
      (27, 10,  19)
      (27, 11,  82)
      (27, 20,  65)
      (27, 25,  89)
      (27, 32,  27)
      (27, 39,  75)
      (27, 42,   5)
      (27, 43,  98)
      (27, 47,   9)
      (28,  7,  98)
      (28, 20,  92)
      (28, 37,  12)
      (28, 47,  99)
      (29, 17,  75)
      (29, 33,  91)
      (29, 34,  32)
      (29, 40,  44)
      (29, 47,  83)
      (30,  4,   3)
      (30, 18,   4)
      (30, 19,  39)
      (30, 24,  64)
      (30, 39,  58)
      (31,  3,  23)
      (31, 44,  33)
      (32, 17,  71)
      (32, 24,  56)
      (32, 31,  41)
      (32, 38,  83)
      (32, 40,  77)
      (32, 47,   9)
      (33, 10,  50)
      (33, 16,   4)
      (33, 17,  43)
      (33, 23,  42)
      (33, 32,  41)
      (33, 43,  77)
      (33, 44,  30)
      (34,  6,  81)
      (34, 14,  67)
      (34, 21,  49)
      (34, 25,  74)
      (34, 37,  13)
      (34, 45,  22)
      (35,  6,  71)
      (35, 12,  10)
      (35, 30,  65)
      (35, 33,  95)
      (36,  2,  10)
      (36, 12,  14)
      (36, 13,  68)
      (36, 24,  36)
      (36, 30,  20)
      (36, 49,  28)
      (37, 11,  25)
      (37, 13,  72)
      (37, 15,   0)
      (37, 17,  95)
      (37, 35,  28)
      (37, 40,  41)
      (37, 44,  34)
      (37, 46,  43)
      (38, 20,  12)
      (38, 30,  94)
      (38, 36,  71)
      (38, 41,  12)
      (38, 43,   2)
      (38, 44,  79)
      (39,  8,  71)
      (39, 22,  70)
      (39, 31,   8)
      (39, 34,  81)
      (40, 11,  10)
      (40, 39,  33)
      (40, 45,  17)
      (40, 48,  21)
      (41,  1,  89)
      (41,  2,  48)
      (41, 24,  59)
      (41, 25,  64)
      (41, 29,  47)
      (42, 10,  30)
      (42, 19,  85)
      (42, 33,  68)
      (43, 35,   0)
      (43, 44,  81)
      (44, 11,  59)
      (44, 19,  86)
      (44, 24,  10)
      (44, 32,   9)
      (44, 37,  98)
      (45,  4,   7)
      (45,  6,  50)
      (45,  7,  53)
      (45,  8,  40)
      (45, 24,  73)
      (46,  1,  99)
      (46,  6,  24)
      (46, 13,  37)
      (46, 26,  68)
      (46, 38,  69)
      (46, 43,  95)
      (46, 45,  76)
      (47,  8,  70)
      (47, 22,  88)
      (48,  5,  42)
      (48,  9,  85)
      (48, 17,  93)
      (48, 27,  55)
      (48, 42,  37)
      (48, 43,  96) }
------------------------- 

** G9: |V|=50, V={0..49}
(u, v, weight) E = { 
      ( 0,  8,   7)
      ( 0, 11,  92)
      ( 0, 31,  44)
      ( 0, 34,  49)
      ( 0, 43,  11)
      ( 0, 44,  42)
      ( 0, 46,  95)
      ( 1, 16,  69)
      ( 1, 21,   3)
      ( 1, 27,  18)
      ( 1, 31,  93)
      ( 2,  5,  44)
      ( 2,  9,  11)
      ( 2, 12,  75)
      ( 2, 20,  31)
      ( 2, 32,  38)
      ( 3,  5,  64)
      ( 3, 12,  19)
      ( 3, 17,  22)
      ( 3, 31,  43)
      ( 3, 36,  14)
      ( 3, 42,  26)
      ( 4,  2,   2)
      ( 4, 19,  71)
      ( 4, 42,  60)
      ( 5,  6,  48)
      ( 5, 23,  20)
      ( 5, 34,  69)
      ( 5, 39,  53)
      ( 5, 43,  43)
      ( 5, 49,  26)
      ( 6, 16,  13)
      ( 6, 20,  26)
      ( 6, 22,  33)
      ( 6, 23,  35)
      ( 6, 33,  85)
      ( 6, 34,  18)
      ( 6, 45,  82)
      ( 7, 11,  13)
      ( 7, 16,  84)
      ( 7, 19,  12)
      ( 7, 22,  90)
      ( 7, 23,  99)
      ( 7, 29,  41)
      ( 7, 30,  16)
      ( 7, 44,  17)
      ( 8,  7,  81)
      ( 8, 12,  48)
      ( 8, 33,  77)
      ( 8, 37,  40)
      ( 8, 38,  15)
      ( 8, 39,  58)
      ( 9, 18,   5)
      ( 9, 46,  83)
      (10, 13,  11)
      (10, 15,  48)
      (10, 19,  88)
      (10, 33,  54)
      (10, 36,  81)
      (11,  2,  65)
      (11, 19,  99)
      (11, 27,  56)
      (11, 36,  53)
      (11, 37,  49)
      (12, 15,  99)
      (12, 20,   0)
      (13,  1,  88)
      (13,  4,   3)
      (13,  7,  17)
      (13, 11,   8)
      (13, 41,  57)
      (14,  2,  74)
      (14,  4,  12)
      (14, 39,  53)
      (14, 40,  68)
      (15, 21,  63)
      (15, 26,  63)
      (15, 39,  88)
      (15, 44,  28)
      (15, 45,  77)
      (16, 10,   8)
      (16, 18,  48)
      (16, 21,  72)
      (16, 34,  24)
      (16, 37,  94)
      (16, 42,  29)
      (16, 44,  99)
      (17,  2,  67)
      (17,  8,  12)
      (17, 14,  78)
      (17, 16,  60)
      (17, 29,  18)
      (17, 30,  33)
      (17, 40,  24)
      (18,  1,  11)
      (18, 16,  55)
      (19,  5,  45)
      (19,  7,  95)
      (19, 14,  26)
      (19, 24,  23)
      (20, 15,  33)
      (20, 25,  96)
      (21, 12,  68)
      (21, 46,  12)
      (21, 47,  83)
      (21, 48,  54)
      (21, 49,   3)
      (22,  4,  75)
      (22, 10,  66)
      (22, 14,  64)
      (22, 35,  94)
      (23, 10,  91)
      (23, 21,  31)
      (23, 28,  66)
      (23, 35,  23)
      (23, 38,   3)
      (23, 40,  63)
      (23, 47,  53)
      (24, 13,  44)
      (24, 17,  83)
      (24, 29,  74)
      (25,  9,  78)
      (25, 11,  58)
      (25, 37,  39)
      (26,  6,  53)
      (26, 24,  45)
      (26, 32,  36)
      (26, 41,  32)
      (26, 47,  44)
      (27, 16,  48)
      (27, 34,  31)
      (27, 37,  26)
      (27, 41,  16)
      (28, 25,  74)
      (28, 29,  69)
      (29,  5,  86)
      (29, 13,  85)
      (29, 37,  11)
      (30,  3,  67)
      (30, 31,  12)
      (31,  7,  97)
      (32, 25,  39)
      (32, 28,  61)
      (32, 42,  65)
      (33,  4,  55)
      (33, 15,  70)
      (33, 25,  79)
      (33, 27,  25)
      (33, 31,  13)
      (33, 42,  74)
      (34,  3,  91)
      (34,  4,   8)
      (34, 12,  91)
      (34, 22,  44)
      (34, 47,  33)
      (35,  8,  25)
      (35, 10,  14)
      (35, 29,  25)
      (35, 41,  97)
      (35, 46,   3)
      (36,  3,  41)
      (36, 41,  85)
      (36, 47,  45)
      (37,  1,  14)
      (37, 10,  57)
      (37, 44,  14)
      (38, 10,  34)
      (38, 14,  78)
      (38, 21,  86)
      (38, 29,  76)
      (38, 31,  10)
      (39, 21,  63)
      (39, 49,  52)
      (40, 17,  55)
      (40, 20,  12)
      (40, 25,  60)
      (40, 26,   2)
      (40, 27,  25)
      (40, 33,  79)
      (40, 43,  33)
      (40, 46,  35)
      (41, 17,  54)
      (41, 22,  98)
      (41, 25,  19)
      (41, 27,  20)
      (41, 29,  43)
      (41, 40,  24)
      (42, 25,  49)
      (42, 27,  86)
      (42, 36,  47)
      (42, 45,  19)
      (44, 14,  55)
      (44, 31,  26)
      (44, 33,  75)
      (44, 35,  52)
      (45,  1,  25)
      (45, 30,  78)
      (45, 38,  66)
      (46, 32,  87)
      (46, 37,  22)
      (46, 39,  54)
      (47,  7,  30)
      (47, 25,  65)
      (47, 27,  90)
      (47, 28,  10)
      (47, 34,  20)
      (47, 39,  70)
      (48,  3,  91)
      (48, 18,  43)
      (48, 21,  35)
      (48, 28,  61)
      (48, 34,  36)
      (48, 43,  18) }
------------------------- 

** G10: |V|=50, V={0..49}
(u, v, weight) E = { 
      ( 0,  1,  90)
      ( 0, 10,  93)
      ( 0, 37,  44)
      ( 0, 42,   8)
      ( 0, 44,  97)
      ( 1,  6,  73)
      ( 1,  7,  96)
      ( 1, 12,  96)
      ( 1, 29,  79)
      ( 1, 34,   9)
      ( 1, 38,  66)
      ( 1, 40,  71)
      ( 1, 46,  80)
      ( 2,  5,  51)
      ( 2, 12,  72)
      ( 2, 13,  90)
      ( 2, 16,   4)
      ( 2, 23,  89)
      ( 3,  1,  59)
      ( 3,  4,  99)
      ( 3,  8,   7)
      ( 3, 23,  73)
      ( 3, 29,  65)
      ( 3, 36,  76)
      ( 3, 49,  80)
      ( 4,  8,  10)
      ( 4, 18,  36)
      ( 4, 25,  69)
      ( 4, 42,  96)
      ( 4, 43,  66)
      ( 4, 48,  39)
      ( 5,  1,  51)
      ( 5, 16,   4)
      ( 5, 17,   8)
      ( 5, 18,   3)
      ( 5, 20,  33)
      ( 5, 27,  88)
      ( 5, 38,  44)
      ( 5, 41,  15)
      ( 6,  5,  94)
      ( 6, 22,  94)
      ( 6, 43,  75)
      ( 7,  9,  56)
      ( 7, 10,  12)
      ( 7, 11,  60)
      ( 7, 24,  10)
      ( 7, 30,  58)
      ( 8, 15,  74)
      ( 8, 21,  66)
      ( 8, 22,  56)
      ( 8, 25,  35)
      ( 8, 30,  66)
      ( 8, 33,  60)
      ( 8, 38,   4)
      ( 8, 45,  62)
      ( 9,  1,  26)
      ( 9, 29,  59)
      ( 9, 30,  98)
      (10,  5,  65)
      (10,  8,  24)
      (10, 20,  62)
      (10, 40,  92)
      (10, 49,  88)
      (11,  1,  95)
      (11, 12,   7)
      (11, 14,  42)
      (11, 21,  41)
      (11, 43,  28)
      (11, 48,  65)
      (12,  3,  45)
      (12,  6,  19)
      (12, 27,  76)
      (12, 32,  13)
      (12, 41,  16)
      (12, 44,  60)
      (13,  3,  60)
      (13, 30,  94)
      (13, 35,  47)
      (13, 39,  19)
      (14,  6,   8)
      (14, 20,  57)
      (14, 21,  36)
      (14, 23,  91)
      (14, 30,  65)
      (14, 33,  74)
      (14, 34,   4)
      (14, 35,  21)
      (14, 36,  33)
      (14, 37,   5)
      (14, 38,  57)
      (14, 39,   9)
      (14, 47,  36)
      (15,  3,  23)
      (15, 11,  43)
      (15, 33,  43)
      (15, 35,  49)
      (15, 37,  71)
      (16, 14,  77)
      (16, 24,  72)
      (17,  5,  98)
      (17, 21,  95)
      (17, 26,   1)
      (17, 47,  76)
      (18, 12,  55)
      (18, 14,  91)
      (18, 20,  81)
      (18, 22,  76)
      (18, 31,  52)
      (19,  3,  35)
      (19, 13,  30)
      (19, 41,  43)
      (19, 42,   0)
      (19, 47,   0)
      (19, 49,  61)
      (20,  1,   0)
      (20,  5,  17)
      (20,  9,  69)
      (20, 17,  23)
      (20, 36,  92)
      (20, 44,   1)
      (21, 29,  36)
      (21, 36,  39)
      (21, 39,  88)
      (22, 16,  61)
      (22, 34,  29)
      (22, 49,  48)
      (23,  9,   4)
      (23, 24,  50)
      (23, 25,  17)
      (23, 31,  99)
      (23, 36,   4)
      (23, 42,  14)
      (23, 44,  95)
      (24,  7,  80)
      (24, 13,  88)
      (24, 16,   6)
      (24, 18,  28)
      (24, 23,  12)
      (24, 28,  85)
      (25, 12,  78)
      (25, 19,  59)
      (25, 32,  16)
      (25, 34,  98)
      (26, 34,  27)
      (26, 37,  32)
      (26, 45,   1)
      (26, 48,   8)
      (26, 49,  11)
      (27, 41,  20)
      (28,  7,  62)
      (28, 23,  73)
      (28, 32,  79)
      (28, 33,  59)
      (29,  3,  81)
      (29, 19,   8)
      (29, 32,  38)
      (29, 46,  12)
      (30,  4,  28)
      (30, 24,  63)
      (30, 43,  87)
      (30, 45,  33)
      (31, 20,  79)
      (31, 25,  28)
      (31, 34,  61)
      (31, 38,  90)
      (31, 49,  26)
      (32,  2,  39)
      (32,  5,  15)
      (32, 12,  60)
      (32, 22,   8)
      (32, 26,  12)
      (32, 43,  75)
      (33,  9,  15)
      (33, 11,  99)
      (33, 22,  32)
      (33, 30,  83)
      (33, 36,  65)
      (33, 46,  43)
      (34, 13,   5)
      (34, 36,  13)
      (34, 38,  55)
      (35,  6,  10)
      (35,  8,  50)
      (35, 14,  83)
      (35, 17,  72)
      (35, 32,   9)
      (36,  6,  84)
      (37,  5,  31)
      (37,  6,  57)
      (37, 34,  68)
      (38,  4,  71)
      (38,  7,  59)
      (38, 14,  59)
      (38, 15,  32)
      (38, 17,  27)
      (38, 28,  83)
      (38, 43,   2)
      (39, 20,   9)
      (39, 41,   2)
      (39, 43,  34)
      (39, 46,  63)
      (39, 47,  73)
      (40,  2,   2)
      (40,  8,  52)
      (40, 12,  27)
      (40, 17,  52)
      (40, 30,  26)
      (41,  3,  50)
      (41, 27,  37)
      (41, 32,  73)
      (41, 33,   9)
      (42,  2,  51)
      (42,  3,  51)
      (42,  9,  13)
      (42, 37,  88)
      (42, 45,  27)
      (43, 24,  10)
      (43, 31,  21)
      (43, 32,  67)
      (43, 37,  37)
      (44, 27,  24)
      (44, 38,  16)
      (44, 42,   4)
      (44, 49,  67)
      (45, 14,  12)
      (45, 18,  40)
      (45, 19,  99)
      (45, 28,  41)
      (45, 42,  55)
      (45, 49,  95)
      (46, 10,  75)
      (46, 29,   5)
      (46, 35,  24)
      (46, 38,  42)
      (46, 43,  59)
      (47,  8,  17)
      (47, 41,  42)
      (48, 47,  93) }
------------------------- 

