20  Weighted Directed Graphs
** G1: |V|=10, V={0,1,...9}
(u, v, weight) E = { 
      (17, 10, 48.835)
      (17, 18, 78.531)
      (18,  2, 58.470)
      (18,  4, 65.450)
      (18,  6, 60.778)
      (18, 12, 58.385)
      (18, 15,  1.108)
      (18, 16, 94.907)
      (18, 19, 70.162)
      (19,  0, 97.556)
      (19,  1, 84.678)
      (19,  3, 78.895)
      (19,  7, 12.685)
      (19,  8, 24.143)
      (19,  9, 57.798)
      (19, 12, 31.250)
      (19, 14, 67.574) }
------------------------- 

** G15: |V|=20, V={0,1,...19}
(u, v, weight) E = { 
      ( 0, 10, 62.612)
      ( 0, 11, 82.247)
      ( 0, 12, 40.651)
      ( 0, 15, 36.123)
      ( 0, 18, 88.355)
      ( 1,  3, 85.689)
      ( 1,  7, 70.623)
      ( 1, 11, 84.247)
      ( 1, 12,  0.968)
      ( 1, 13, 37.256)
      ( 1, 15, 36.712)
      ( 1, 16, 23.943)
      ( 2,  4, 86.047)
      ( 2,  6, 48.733)
      ( 2,  7, 24.987)
      ( 2,  8, 59.191)
      ( 2, 11,  5.615)
      ( 2, 12, 65.349)
      ( 2, 15, 97.163)
      ( 2, 19, 62.953)
      ( 3,  1,  8.545)
      ( 3,  4, 43.378)
      ( 3, 16, 53.003)
      ( 3, 19, 99.220)
      ( 4,  2, 89.749)
      ( 4,  6, 45.325)
      ( 4,  7, 92.879)
      ( 4, 11, 74.662)
      ( 4, 16, 48.414)
      ( 5,  0, 38.426)
      ( 5,  1, 56.368)
      ( 5,  2, 14.215)
      ( 5,  7, 35.479)
      ( 5,  9, 63.962)
      ( 5, 11, 76.236)
      ( 5, 14,  3.328)
      ( 6,  1, 54.541)
      ( 6,  3, 98.836)
      ( 6,  5, 37.704)
      ( 6, 11, 84.233)
      ( 6, 17, 51.923)
      ( 6, 18, 52.940)
      ( 7,  8, 12.787)
      ( 7,  9, 61.513)
      ( 7, 10,  0.984)
      ( 7, 11, 80.269)
      ( 7, 15, 25.278)
      ( 8,  2, 91.086)
      ( 8, 10, 60.905)
      ( 8, 11, 38.736)
      ( 8, 13, 75.262)
      ( 8, 19, 36.111)
      ( 9,  0, 53.333)
      ( 9,  2,  5.296)
      ( 9,  3, 59.353)
      ( 9,  4, 52.290)
      ( 9,  7, 18.223)
      ( 9,  8, 80.101)
      ( 9, 12, 94.761)
      ( 9, 13, 57.000)
      ( 9, 16, 74.203)
      ( 9, 17, 64.175)
      ( 9, 19, 51.411)
      (10,  7, 36.067)
      (10, 12,  2.503)
      (10, 13, 91.975)
      (11,  0, 33.724)
      (11,  9, 97.661)
      (11, 12,  5.411)
      (11, 16, 62.507)
      (12,  3, 67.679)
      (12, 11, 18.769)
      (12, 17, 42.195)
      (12, 18, 50.882)
      (12, 19, 84.421)
      (13,  1,  6.992)
      (13,  6, 36.995)
      (13,  7, 29.877)
      (13,  8, 41.182)
      (13,  9, 85.602)
      (13, 11, 24.473)
      (13, 15,  5.461)
      (13, 16, 22.842)
      (14,  1, 20.611)
      (14,  5, 95.209)
      (14,  6, 58.411)
      (14,  9, 45.228)
      (15,  3, 40.496)
      (15,  9, 83.085)
      (15, 10, 14.779)
      (15, 11, 50.236)
      (15, 13, 65.197)
      (15, 17, 19.368)
      (16,  1, 43.568)
      (16,  4, 83.560)
      (16,  9, 70.533)
      (16, 17, 33.129)
      (17,  3, 65.286)
      (17,  5, 88.682)
      (17,  7, 98.442)
      (17,  9, 51.747)
      (17, 13,  7.473)
      (18,  1,  8.750)
      (18,  4, 10.258)
      (18,  5, 12.346)
      (18,  8, 11.767)
      (18, 11, 50.098)
      (18, 16,  3.621)
      (19,  0, 23.320)
      (19,  2, 11.969)
      (19,  8, 51.936)
      (19, 11,  7.356)
      (19, 13, 10.002)
      (19, 14, 31.922)
      (19, 18, 43.310) }
------------------------- 

** G16: |V|=25, V={0,1,...24}
(u, v, weight) E = { 
      ( 0,  4, 30.781)
      ( 0, 13, 85.617)
      ( 0, 18, 48.245)
      ( 0, 19, 35.487)
      ( 0, 22, 26.660)
      ( 1,  2, 98.711)
      ( 1, 14, 58.848)
      ( 1, 16, 55.938)
      ( 1, 17, 14.864)
      ( 1, 21, 79.802)
      ( 2,  6, 19.235)
      ( 2, 11, 31.168)
      ( 2, 14, 69.131)
      ( 2, 18, 71.834)
      ( 2, 24, 26.082)
      ( 3,  4, 64.117)
      ( 3, 10, 70.187)
      ( 3, 11, 97.965)
      ( 3, 21,  7.504)
      ( 4,  7,  4.896)
      ( 4,  8, 94.991)
      ( 4, 22, 74.904)
      ( 5,  2, 60.737)
      ( 5,  8,  2.119)
      ( 5, 12, 81.481)
      ( 5, 14, 47.247)
      ( 5, 16, 29.867)
      ( 5, 20, 69.554)
      ( 5, 21, 83.706)
      ( 6,  0, 60.226)
      ( 6, 19, 39.931)
      ( 7,  4, 13.474)
      ( 7,  9, 28.947)
      ( 8,  0, 12.287)
      ( 8,  2, 46.489)
      ( 8,  3, 48.808)
      ( 8,  7, 34.809)
      ( 8,  9, 39.727)
      ( 8, 11, 76.569)
      ( 8, 19, 50.431)
      ( 8, 24, 71.347)
      ( 9,  0, 35.287)
      ( 9,  4, 76.030)
      ( 9, 10, 48.043)
      ( 9, 13,  5.269)
      ( 9, 21, 98.973)
      (10,  9, 22.577)
      (10, 11, 69.323)
      (10, 12, 77.293)
      (10, 13, 97.842)
      (10, 14, 18.355)
      (11, 10, 32.139)
      (11, 14, 34.044)
      (11, 15, 20.512)
      (11, 16, 84.498)
      (11, 20, 62.107)
      (11, 21, 21.544)
      (11, 22, 22.888)
      (12,  0, 17.261)
      (12,  1, 13.213)
      (12,  3, 43.505)
      (12, 20, 11.466)
      (12, 22,  9.571)
      (13,  5, 95.256)
      (13,  6, 25.100)
      (13, 15, 69.703)
      (13, 19, 78.933)
      (13, 21, 23.337)
      (13, 22, 69.695)
      (14,  8, 21.075)
      (14, 19, 18.655)
      (14, 21, 38.772)
      (15, 12, 91.381)
      (15, 13, 55.823)
      (15, 14, 77.173)
      (15, 16, 19.173)
      (15, 17, 34.739)
      (15, 19, 80.468)
      (15, 20, 93.777)
      (15, 23, 49.799)
      (16,  3, 23.239)
      (16, 18, 62.419)
      (16, 19, 45.323)
      (16, 24, 22.221)
      (17,  2, 95.084)
      (18,  4, 58.130)
      (18, 14, 96.921)
      (18, 16, 97.972)
      (18, 17,  7.296)
      (18, 19, 98.523)
      (19,  1,  7.857)
      (19, 11,  3.732)
      (19, 14, 53.350)
      (19, 21, 32.881)
      (19, 23,  9.482)
      (20,  4, 21.957)
      (20,  7, 38.572)
      (20, 16, 23.566)
      (20, 18, 12.103)
      (20, 24, 81.129)
      (21, 12, 98.446)
      (21, 22, 62.143)
      (22,  2, 82.244)
      (22, 11, 83.010)
      (22, 16, 99.935)
      (22, 17, 18.876)
      (22, 18, 67.171)
      (22, 21, 73.575)
      (22, 24, 17.177)
      (23,  5,  4.815)
      (23,  8, 94.593)
      (23, 11, 26.611)
      (23, 22, 33.155)
      (24,  2, 22.181)
      (24, 14, 45.342) }
------------------------- 

** G17: |V|=25, V={0,1,...24}
(u, v, weight) E = { 
      ( 0,  7, 68.562)
      ( 0,  8, 20.115)
      ( 0, 10, 56.499)
      ( 0, 21, 24.957)
      ( 0, 24, 10.097)
      ( 1, 13, 70.908)
      ( 1, 21, 48.703)
      ( 2,  5, 71.306)
      ( 2,  8, 93.994)
      ( 2, 16,  7.144)
      ( 2, 21, 84.958)
      ( 2, 23, 55.034)
      ( 2, 24,  2.383)
      ( 3,  0, 15.597)
      ( 3,  5, 39.533)
      ( 3,  7, 39.215)
      ( 3, 12, 61.531)
      ( 3, 18, 68.037)
      ( 4,  1, 23.488)
      ( 4,  3, 43.117)
      ( 4, 15, 27.185)
      ( 4, 16, 53.175)
      ( 4, 24, 51.714)
      ( 5,  3, 58.079)
      ( 5, 15, 63.338)
      ( 5, 19, 64.076)
      ( 6,  2,  5.156)
      ( 6,  5, 85.847)
      ( 6,  7, 82.417)
      ( 6,  8, 98.860)
      ( 6, 11, 12.604)
      ( 6, 14, 65.425)
      ( 6, 16, 85.161)
      ( 6, 21, 24.036)
      ( 6, 23, 52.106)
      ( 6, 24, 60.593)
      ( 7,  0, 24.169)
      ( 7,  5, 21.404)
      ( 7, 20, 35.935)
      ( 7, 23, 66.157)
      ( 8,  6, 43.936)
      ( 8,  7, 49.072)
      ( 8, 13,  9.327)
      ( 8, 17, 31.624)
      ( 8, 19,  5.946)
      ( 8, 23, 58.466)
      ( 9,  3, 89.345)
      ( 9, 10, 59.108)
      ( 9, 11, 28.906)
      ( 9, 17, 64.095)
      (10,  8, 56.655)
      (10, 12, 82.656)
      (10, 17, 92.039)
      (10, 22, 31.900)
      (11,  1, 96.948)
      (11,  6, 70.950)
      (11, 13, 39.891)
      (11, 17, 61.102)
      (11, 19,  0.979)
      (11, 20, 57.787)
      (12,  3, 94.418)
      (12,  4, 56.284)
      (12, 13, 89.334)
      (12, 20, 89.627)
      (13,  1, 25.050)
      (13, 11, 56.711)
      (13, 15, 22.344)
      (13, 20, 75.576)
      (13, 23, 60.791)
      (14, 13, 72.956)
      (14, 18, 93.049)
      (14, 19, 40.487)
      (14, 21, 34.678)
      (15,  6, 83.605)
      (15, 13,  7.848)
      (15, 19, 91.258)
      (16,  0, 85.048)
      (16,  4, 68.777)
      (16,  6, 93.187)
      (16,  7, 48.914)
      (16, 18, 74.571)
      (16, 23, 71.480)
      (17, 12, 26.454)
      (17, 18, 17.834)
      (18,  1, 96.315)
      (18,  6,  2.225)
      (18, 13, 63.290)
      (18, 16,  3.542)
      (18, 17, 99.946)
      (19,  5, 22.748)
      (19,  8, 69.286)
      (19, 11, 51.806)
      (19, 13, 55.016)
      (19, 17, 39.410)
      (19, 20, 80.352)
      (19, 22, 57.476)
      (20,  2, 36.727)
      (20,  8, 89.310)
      (20, 11,  9.722)
      (20, 13, 96.815)
      (20, 17,  7.957)
      (20, 18, 26.013)
      (21,  5, 61.730)
      (21, 12,  3.912)
      (21, 18, 59.929)
      (21, 19, 18.466)
      (22,  2, 87.286)
      (22,  5, 94.051)
      (22, 14, 82.582)
      (23,  2, 80.606)
      (23,  5, 12.306)
      (23, 10, 81.977)
      (23, 13, 98.204)
      (23, 22, 42.316)
      (24, 13, 10.604)
      (24, 17, 94.532)
      (24, 23, 86.707) }
------------------------- 

** G18: |V|=25, V={0,1,...24}
(u, v, weight) E = { 
      ( 0,  1, 39.314)
      ( 0,  4, 91.687)
      ( 0, 15, 85.849)
      ( 0, 17, 58.281)
      ( 0, 18, 20.826)
      ( 0, 19, 89.760)
      ( 0, 20, 41.365)
      ( 1,  6, 29.039)
      ( 1, 14,  7.429)
      ( 1, 18, 65.371)
      ( 1, 19, 40.254)
      ( 1, 21, 33.101)
      ( 1, 22, 73.095)
      ( 2,  7, 86.501)
      ( 2, 16, 75.622)
      ( 2, 17,  9.200)
      ( 2, 18, 77.828)
      ( 2, 19,  2.479)
      ( 2, 21, 35.414)
      ( 2, 22, 64.709)
      ( 2, 23, 68.871)
      ( 3,  0,  4.935)
      ( 3,  2, 61.791)
      ( 3,  4, 29.678)
      ( 3,  7, 94.587)
      ( 3, 17, 41.855)
      ( 3, 23, 75.953)
      ( 3, 24, 49.777)
      ( 4,  0, 83.323)
      ( 4,  9, 81.698)
      ( 4, 10, 78.469)
      ( 4, 14, 93.937)
      ( 4, 23, 69.287)
      ( 5, 11, 63.365)
      ( 5, 15, 63.517)
      ( 5, 23, 13.111)
      ( 6,  7, 16.571)
      ( 6,  8, 91.839)
      ( 6, 16, 60.865)
      ( 6, 17, 56.831)
      ( 7,  0, 59.577)
      ( 7, 14, 78.774)
      ( 7, 19, 10.044)
      ( 8,  0, 57.531)
      ( 8,  1, 37.395)
      ( 8,  3, 36.365)
      ( 8, 11, 85.058)
      ( 8, 13, 76.362)
      ( 8, 18, 61.732)
      ( 9,  0, 43.641)
      ( 9,  3, 37.848)
      ( 9,  5, 60.829)
      ( 9, 14, 71.004)
      ( 9, 21, 12.340)
      (10,  1, 50.445)
      (10,  2,  8.258)
      (10,  3, 95.492)
      (10,  8, 71.694)
      (10, 11, 77.531)
      (10, 12, 90.990)
      (10, 13, 67.896)
      (10, 16,  1.412)
      (10, 19, 17.592)
      (10, 24, 65.958)
      (11,  1, 26.129)
      (11, 14, 10.830)
      (11, 18, 94.382)
      (12, 15, 22.668)
      (13,  6,  5.757)
      (13,  9, 14.972)
      (13, 15, 71.598)
      (13, 17, 85.290)
      (13, 23, 79.940)
      (14,  1, 21.966)
      (14,  2, 69.065)
      (14,  3, 32.477)
      (14,  4, 23.803)
      (14, 13, 78.962)
      (14, 20, 63.540)
      (14, 22,  3.023)
      (14, 24, 99.062)
      (15, 13, 56.711)
      (15, 19, 21.995)
      (16,  7, 66.395)
      (16,  9, 46.268)
      (16, 11, 90.685)
      (16, 15, 22.645)
      (16, 20, 77.939)
      (17,  6, 19.109)
      (17,  7, 60.702)
      (17, 21, 48.623)
      (18,  0, 62.438)
      (18,  1, 30.279)
      (18,  2, 93.539)
      (18, 21, 68.766)
      (18, 24, 45.884)
      (19, 22,  9.605)
      (19, 24, 76.906)
      (20,  1, 13.155)
      (20,  3, 56.100)
      (20,  4, 71.265)
      (20,  5, 51.264)
      (20,  8, 54.799)
      (20, 10, 64.339)
      (20, 15, 60.705)
      (20, 19, 86.566)
      (20, 21, 68.863)
      (21,  3, 37.928)
      (21,  9, 51.693)
      (21, 12, 75.459)
      (21, 15, 96.450)
      (22,  3, 57.136)
      (22,  6, 43.099)
      (22, 16,  5.192)
      (22, 21, 61.349)
      (23, 10, 79.439)
      (23, 11,  2.485)
      (24,  1, 71.680)
      (24,  3,  8.185)
      (24,  8, 62.259)
      (24, 19, 23.825)
      (24, 20, 36.112)
      (24, 21, 28.026) }
------------------------- 

** G19: |V|=25, V={0,1,...24}
(u, v, weight) E = { 
      ( 0, 11, 84.062)
      ( 0, 12, 63.636)
      ( 0, 23, 61.995)
      ( 1,  3, 62.841)
      ( 1, 12, 37.230)
      ( 1, 17, 70.694)
      ( 2, 11, 62.062)
      ( 2, 12, 30.701)
      ( 2, 19,  9.348)
      ( 3,  2, 26.787)
      ( 3,  4,  0.365)
      ( 3,  7, 17.020)
      ( 3,  8, 18.253)
      ( 3, 14, 97.926)
      ( 4,  7, 92.813)
      ( 4, 12, 94.468)
      ( 5, 13, 45.968)
      ( 5, 19, 18.893)
      ( 5, 23, 14.248)
      ( 6,  9, 25.354)
      ( 6, 13, 67.882)
      ( 6, 14, 88.228)
      ( 6, 21, 81.964)
      ( 7,  5, 11.366)
      ( 7, 18, 46.083)
      ( 7, 20, 73.535)
      ( 8,  2, 33.183)
      ( 8,  9, 53.375)
      ( 8, 10, 74.206)
      ( 8, 16, 16.428)
      ( 8, 20, 90.698)
      ( 8, 24, 39.568)
      ( 9,  2, 76.103)
      ( 9,  4, 57.640)
      ( 9,  5, 21.083)
      ( 9, 13, 89.136)
      ( 9, 17, 35.050)
      ( 9, 18, 41.244)
      (10, 14, 69.571)
      (10, 18, 56.156)
      (10, 21, 72.515)
      (10, 22, 80.212)
      (10, 24, 20.508)
      (11,  2,  1.657)
      (11,  5, 30.275)
      (11, 13, 54.661)
      (11, 21, 26.055)
      (11, 22, 13.765)
      (11, 23, 57.998)
      (11, 24, 13.564)
      (12,  5, 41.730)
      (12,  8, 67.097)
      (12, 11,  0.793)
      (12, 14, 60.668)
      (12, 17, 55.246)
      (13,  5,  9.606)
      (13,  6, 51.395)
      (13, 14, 87.151)
      (13, 19, 72.738)
      (13, 22, 92.616)
      (14,  2, 89.131)
      (14,  6, 88.405)
      (14, 19, 40.312)
      (15, 18, 35.357)
      (15, 23, 39.699)
      (16, 10, 65.412)
      (16, 12, 53.992)
      (16, 13, 80.695)
      (16, 23,  2.988)
      (17,  6, 31.832)
      (17,  9, 36.010)
      (18,  0,  2.550)
      (18,  1, 51.032)
      (18,  3, 55.078)
      (18,  4, 50.750)
      (18,  7, 85.531)
      (18, 15, 61.481)
      (18, 19, 65.875)
      (19,  5, 31.397)
      (19,  7, 68.264)
      (19,  9, 59.266)
      (19, 10, 79.866)
      (19, 12, 12.136)
      (19, 13, 23.866)
      (19, 21, 29.606)
      (20, 13, 11.827)
      (20, 17, 47.351)
      (20, 18, 71.322)
      (20, 19, 89.950)
      (20, 23, 90.854)
      (21,  2, 32.390)
      (21,  3, 73.203)
      (21,  5, 57.480)
      (21,  6, 32.036)
      (21,  7, 59.747)
      (21, 12, 28.611)
      (21, 19, 52.890)
      (22,  4, 80.690)
      (22, 12, 77.573)
      (22, 13, 35.923)
      (22, 14,  2.066)
      (22, 24, 42.421)
      (23,  1, 13.096)
      (23,  4,  6.407)
      (23,  6, 92.989)
      (23,  9, 25.791)
      (23, 15, 41.034)
      (23, 19,  1.591)
      (23, 21, 37.424)
      (24,  1,  5.071)
      (24,  2, 97.978)
      (24, 10, 46.378)
      (24, 13, 68.055)
      (24, 16, 40.381)
      (24, 19,  8.756)
      (24, 21, 98.719)
      (24, 22, 51.237) }
------------------------- 

** G20: |V|=25, V={0,1,...24}
(u, v, weight) E = { 
      ( 0,  5, 34.728)
      ( 0, 12, 89.283)
      ( 0, 23, 98.605)
      ( 0, 24, 40.989)
      ( 1,  3, 13.271)
      ( 1,  6,  6.598)
      ( 1, 22,  5.659)
      ( 2,  1, 43.516)
      ( 2,  5, 54.249)
      ( 2, 16, 69.597)
      ( 2, 17, 38.159)
      ( 2, 20, 37.970)
      ( 3,  8, 97.257)
      ( 3, 14, 69.090)
      ( 3, 16, 61.008)
      ( 3, 18, 94.348)
      ( 4,  2, 83.387)
      ( 4,  3, 69.089)
      ( 4, 16, 63.416)
      ( 4, 22, 66.124)
      ( 5,  3, 91.571)
      ( 5,  6, 83.650)
      ( 5,  7, 77.259)
      ( 5, 12,  2.691)
      ( 5, 19, 24.469)
      ( 5, 20, 33.537)
      ( 6,  0,  8.252)
      ( 6,  3, 88.683)
      ( 6,  5, 76.179)
      ( 6,  9, 68.262)
      ( 6, 10, 38.233)
      ( 6, 11, 63.236)
      ( 6, 17, 26.608)
      ( 6, 22, 19.925)
      ( 7,  1,  3.172)
      ( 7,  8, 54.931)
      ( 7, 12, 33.295)
      ( 7, 14, 12.256)
      ( 7, 21,  8.245)
      ( 7, 24, 29.162)
      ( 8,  4, 40.029)
      ( 8,  7, 90.695)
      ( 8, 10, 72.249)
      ( 8, 20, 92.856)
      ( 9,  1, 72.286)
      ( 9,  2, 43.189)
      ( 9,  5, 17.651)
      ( 9, 11, 76.635)
      ( 9, 13, 70.274)
      ( 9, 17, 80.563)
      ( 9, 21, 21.237)
      ( 9, 22, 99.858)
      ( 9, 23, 55.084)
      ( 9, 24, 47.887)
      (10,  2, 75.527)
      (10,  3, 93.962)
      (10,  7,  8.805)
      (10, 16, 48.871)
      (10, 17, 48.957)
      (10, 18, 21.202)
      (11, 12, 74.494)
      (11, 13, 31.685)
      (11, 20, 10.290)
      (11, 23, 33.125)
      (12,  8,  5.278)
      (12,  9, 81.425)
      (12, 11,  4.366)
      (12, 13,  3.157)
      (12, 15, 65.476)
      (12, 23,  1.846)
      (13,  3, 82.942)
      (13,  6, 78.413)
      (13, 11, 48.126)
      (13, 14, 29.380)
      (13, 18, 54.902)
      (13, 20, 86.782)
      (14,  6, 16.112)
      (14, 10, 17.576)
      (14, 11, 19.922)
      (14, 13, 65.960)
      (14, 19, 64.378)
      (14, 21, 77.153)
      (14, 23,  4.015)
      (15,  0, 15.781)
      (15,  7, 26.980)
      (15,  9, 20.228)
      (15, 23, 25.532)
      (16,  0, 22.214)
      (16,  4, 76.024)
      (16,  5, 42.876)
      (16,  6, 15.958)
      (16,  8, 91.027)
      (16, 20, 12.630)
      (16, 22, 25.304)
      (16, 23,  6.099)
      (17,  3,  3.443)
      (17, 12, 75.744)
      (17, 24, 61.814)
      (18,  4, 83.322)
      (18,  6, 89.543)
      (18,  9,  7.353)
      (18, 14, 43.829)
      (18, 21,  5.732)
      (18, 24, 97.301)
      (19,  2, 24.722)
      (19,  3, 60.015)
      (19,  5, 62.470)
      (19, 16, 25.207)
      (19, 17,  6.124)
      (19, 22, 77.969)
      (20,  8, 53.667)
      (20,  9, 18.107)
      (20, 13, 82.866)
      (20, 15, 69.260)
      (20, 17,  5.990)
      (21,  0, 12.573)
      (21, 16, 22.338)
      (21, 17, 60.817)
      (22,  2, 43.855)
      (22,  6, 40.902)
      (22, 12, 61.770)
      (22, 13,  4.282)
      (22, 18, 48.436)
      (22, 23, 48.009)
      (23,  3, 32.906)
      (23,  8,  9.241)
      (23, 22, 44.605)
      (24, 11,  5.600)
      (24, 14, 12.641)
      (24, 18, 21.490)
      (24, 21, 42.724) }
------------------------- 

